filename ,spectral_centroid ,rolloff ,zero_crossing_rate, mfcc1, mfcc2, mfcc3, mfcc4, mfcc5, mfcc6, mfcc7, mfcc8, mfcc9, mfcc10, mfcc11, mfcc12, mfcc13, mfcc14, mfcc15, mfcc16, mfcc17, mfcc18, mfcc19, mfcc20,chroma_pitch_c,chroma_pitch_c#,chroma_pitch_d,chroma_pitch_d#,chroma_pitch_e,chroma_pitch_f,chroma_pitch_f#,chroma_pitch_g,chroma_pitch_g#,chroma_pitch_a,chroma_pitch_a#,chroma_pitch_b,genre
blues.00000.wav,1499.8630932497504,3017.0654296875,9321,-94.36770629882812,146.1200408935547,-27.616838455200195,35.6783332824707,-20.699848175048828,27.799196243286133,-12.759411811828613,13.185928344726562,-11.553666114807129,9.412181854248047,-13.27238655090332,4.559169769287109,-7.610257625579834,-0.6404241323471069,-7.695316314697266,4.773154258728027,-7.77620267868042,-2.836010456085205,-2.756990909576416,-0.904249906539917,0.3584369719028473,0.19535554945468903,0.24861831963062286,0.3401671350002289,0.49129825830459595,0.3851092457771301,0.30993908643722534,0.3013896942138672,0.3701762855052948,0.4926731288433075,0.4290351867675781,0.5620813965797424,blues
blues.00001.wav,1499.8630932497504,3017.0654296875,6063,-94.36770629882812,146.1200408935547,-27.616838455200195,35.6783332824707,-20.699848175048828,27.799196243286133,-12.759411811828613,13.185928344726562,-11.553666114807129,9.412181854248047,-13.27238655090332,4.559169769287109,-7.610257625579834,-0.6404241323471069,-7.695316314697266,4.773154258728027,-7.77620267868042,-2.836010456085205,-2.756990909576416,-0.904249906539917,0.3584369719028473,0.19535554945468903,0.24861831963062286,0.3401671350002289,0.49129825830459595,0.3851092457771301,0.30993908643722534,0.3013896942138672,0.3701762855052948,0.4926731288433075,0.4290351867675781,0.5620813965797424,blues
blues.00002.wav,1499.8630932497504,3017.0654296875,8692,-94.36770629882812,146.1200408935547,-27.616838455200195,35.6783332824707,-20.699848175048828,27.799196243286133,-12.759411811828613,13.185928344726562,-11.553666114807129,9.412181854248047,-13.27238655090332,4.559169769287109,-7.610257625579834,-0.6404241323471069,-7.695316314697266,4.773154258728027,-7.77620267868042,-2.836010456085205,-2.756990909576416,-0.904249906539917,0.3584369719028473,0.19535554945468903,0.24861831963062286,0.3401671350002289,0.49129825830459595,0.3851092457771301,0.30993908643722534,0.3013896942138672,0.3701762855052948,0.4926731288433075,0.4290351867675781,0.5620813965797424,blues
blues.00003.wav,1499.8630932497504,3017.0654296875,4622,-94.36770629882812,146.1200408935547,-27.616838455200195,35.6783332824707,-20.699848175048828,27.799196243286133,-12.759411811828613,13.185928344726562,-11.553666114807129,9.412181854248047,-13.27238655090332,4.559169769287109,-7.610257625579834,-0.6404241323471069,-7.695316314697266,4.773154258728027,-7.77620267868042,-2.836010456085205,-2.756990909576416,-0.904249906539917,0.3584369719028473,0.19535554945468903,0.24861831963062286,0.3401671350002289,0.49129825830459595,0.3851092457771301,0.30993908643722534,0.3013896942138672,0.3701762855052948,0.4926731288433075,0.4290351867675781,0.5620813965797424,blues
blues.00004.wav,1499.8630932497504,3017.0654296875,11987,-94.36770629882812,146.1200408935547,-27.616838455200195,35.6783332824707,-20.699848175048828,27.799196243286133,-12.759411811828613,13.185928344726562,-11.553666114807129,9.412181854248047,-13.27238655090332,4.559169769287109,-7.610257625579834,-0.6404241323471069,-7.695316314697266,4.773154258728027,-7.77620267868042,-2.836010456085205,-2.756990909576416,-0.904249906539917,0.3584369719028473,0.19535554945468903,0.24861831963062286,0.3401671350002289,0.49129825830459595,0.3851092457771301,0.30993908643722534,0.3013896942138672,0.3701762855052948,0.4926731288433075,0.4290351867675781,0.5620813965797424,blues
blues.00005.wav,1499.8630932497504,3017.0654296875,7607,-94.36770629882812,146.1200408935547,-27.616838455200195,35.6783332824707,-20.699848175048828,27.799196243286133,-12.759411811828613,13.185928344726562,-11.553666114807129,9.412181854248047,-13.27238655090332,4.559169769287109,-7.610257625579834,-0.6404241323471069,-7.695316314697266,4.773154258728027,-7.77620267868042,-2.836010456085205,-2.756990909576416,-0.904249906539917,0.3584369719028473,0.19535554945468903,0.24861831963062286,0.3401671350002289,0.49129825830459595,0.3851092457771301,0.30993908643722534,0.3013896942138672,0.3701762855052948,0.4926731288433075,0.4290351867675781,0.5620813965797424,blues
blues.00006.wav,1499.8630932497504,3017.0654296875,9235,-94.36770629882812,146.1200408935547,-27.616838455200195,35.6783332824707,-20.699848175048828,27.799196243286133,-12.759411811828613,13.185928344726562,-11.553666114807129,9.412181854248047,-13.27238655090332,4.559169769287109,-7.610257625579834,-0.6404241323471069,-7.695316314697266,4.773154258728027,-7.77620267868042,-2.836010456085205,-2.756990909576416,-0.904249906539917,0.3584369719028473,0.19535554945468903,0.24861831963062286,0.3401671350002289,0.49129825830459595,0.3851092457771301,0.30993908643722534,0.3013896942138672,0.3701762855052948,0.4926731288433075,0.4290351867675781,0.5620813965797424,blues
blues.00007.wav,1499.8630932497504,3017.0654296875,6115,-94.36770629882812,146.1200408935547,-27.616838455200195,35.6783332824707,-20.699848175048828,27.799196243286133,-12.759411811828613,13.185928344726562,-11.553666114807129,9.412181854248047,-13.27238655090332,4.559169769287109,-7.610257625579834,-0.6404241323471069,-7.695316314697266,4.773154258728027,-7.77620267868042,-2.836010456085205,-2.756990909576416,-0.904249906539917,0.3584369719028473,0.19535554945468903,0.24861831963062286,0.3401671350002289,0.49129825830459595,0.3851092457771301,0.30993908643722534,0.3013896942138672,0.3701762855052948,0.4926731288433075,0.4290351867675781,0.5620813965797424,blues
blues.00008.wav,1499.8630932497504,3017.0654296875,7078,-94.36770629882812,146.1200408935547,-27.616838455200195,35.6783332824707,-20.699848175048828,27.799196243286133,-12.759411811828613,13.185928344726562,-11.553666114807129,9.412181854248047,-13.27238655090332,4.559169769287109,-7.610257625579834,-0.6404241323471069,-7.695316314697266,4.773154258728027,-7.77620267868042,-2.836010456085205,-2.756990909576416,-0.904249906539917,0.3584369719028473,0.19535554945468903,0.24861831963062286,0.3401671350002289,0.49129825830459595,0.3851092457771301,0.30993908643722534,0.3013896942138672,0.3701762855052948,0.4926731288433075,0.4290351867675781,0.5620813965797424,blues
blues.00009.wav,1499.8630932497504,3017.0654296875,8462,-94.36770629882812,146.1200408935547,-27.616838455200195,35.6783332824707,-20.699848175048828,27.799196243286133,-12.759411811828613,13.185928344726562,-11.553666114807129,9.412181854248047,-13.27238655090332,4.559169769287109,-7.610257625579834,-0.6404241323471069,-7.695316314697266,4.773154258728027,-7.77620267868042,-2.836010456085205,-2.756990909576416,-0.904249906539917,0.3584369719028473,0.19535554945468903,0.24861831963062286,0.3401671350002289,0.49129825830459595,0.3851092457771301,0.30993908643722534,0.3013896942138672,0.3701762855052948,0.4926731288433075,0.4290351867675781,0.5620813965797424,blues
